Source,recipe_name,Target,ingredient_en,Type,book,chapter,section,ingredient_type
B03C015S01,holus_molle,ligusticum,lovage,Undirected,3,15,1,Herbs
B03C015S01,holus_molle,nitrum,soda,Undirected,3,15,1,Additive
B03C015S02,holus_molle_aliter_holus_molle_1,piper,pepper,Undirected,3,15,2,Spices
B03C015S02,holus_molle_aliter_holus_molle_1,origanum,oregano,Undirected,3,15,2,Herbs
B03C015S02,holus_molle_aliter_holus_molle_1,apium,celery (celery seed),Undirected,3,15,2,Herbs
B03C015S02,holus_molle_aliter_holus_molle_1,cepa,onion,Undirected,3,15,2,Vegetables
B03C015S02,holus_molle_aliter_holus_molle_1,liquamen,liquamen,Undirected,3,15,2,Additive
B03C015S02,holus_molle_aliter_holus_molle_1,oleum,oil,Undirected,3,15,2,Plants
B03C015S02,holus_molle_aliter_holus_molle_1,vinum,wine,Undirected,3,15,2,Alcoholic Beverages
B03C015S02,holus_molle_aliter_holus_molle_1,holus,vegetables,Undirected,3,15,2,Vegetables
B03C015S02,holus_molle_aliter_holus_molle_1,ligusticum,lovage,Undirected,3,15,2,Herbs
B03C015S02,holus_molle_aliter_holus_molle_1,nitrum,soda,Undirected,3,15,2,Additive
B03C015S03,holus_molle_aliter_holus_molle_ex_foliis,piper,pepper,Undirected,3,15,3,Spices
B03C015S03,holus_molle_aliter_holus_molle_ex_foliis,folia_lactucae,lettuce leaves,Undirected,3,15,3,Vegetables
B03C015S03,holus_molle_aliter_holus_molle_ex_foliis,apium,celery (celery seed),Undirected,3,15,3,Herbs
B03C015S03,holus_molle_aliter_holus_molle_ex_foliis,cepa,onion,Undirected,3,15,3,Vegetables
B03C015S03,holus_molle_aliter_holus_molle_ex_foliis,liquamen,liquamen,Undirected,3,15,3,Additive
B03C015S03,holus_molle_aliter_holus_molle_ex_foliis,oleum,oil,Undirected,3,15,3,Plants
B03C015S03,holus_molle_aliter_holus_molle_ex_foliis,vinum,wine,Undirected,3,15,3,Alcoholic Beverages
B03C015S03,holus_molle_aliter_holus_molle_ex_foliis,holus,vegetables,Undirected,3,15,3,Vegetables
B03C015S03,holus_molle_aliter_holus_molle_ex_foliis,ligusticum,lovage,Undirected,3,15,3,Herbs
B03C015S03,holus_molle_aliter_holus_molle_ex_foliis,menta,mint,Undirected,3,15,3,Herbs
B03C015S03,holus_molle_aliter_holus_molle_ex_foliis,nitrum,soda,Undirected,3,15,3,Additive
B03C016S01,herbae_rusticae,herbae,herbs,Undirected,3,16,1,Herbs
B03C016S01,herbae_rusticae,piper,pepper,Undirected,3,16,1,Spices
B03C016S01,herbae_rusticae,cuminum,cumin,Undirected,3,16,1,Spices
B03C016S01,herbae_rusticae,liquamen,liquamen,Undirected,3,16,1,Additive
B03C016S01,herbae_rusticae,acetum,vinegar,Undirected,3,16,1,Additive
B03C016S01,herbae_rusticae,oleum,oil,Undirected,3,16,1,Plants
B03C018S01,intuba_et_lactucae,cepa,onion,Undirected,3,18,1,Vegetables
B03C018S01,intuba_et_lactucae,liquamen,liquamen,Undirected,3,18,1,Additive
B03C018S01,intuba_et_lactucae,acetum,vinegar,Undirected,3,18,1,Additive
B03C018S01,intuba_et_lactucae,mel,honey,Undirected,3,18,1,Additive
B03C018S01,intuba_et_lactucae,oleum,oil,Undirected,3,18,1,Plants
B03C018S01,intuba_et_lactucae,lactuca,lettuce,Undirected,3,18,1,Vegetables
B03C018S02,lactucas_cum_oxyporio_et_aceto_et_modico,liquamen,liquamen,Undirected,3,18,2,Additive
B03C018S02,lactucas_cum_oxyporio_et_aceto_et_modico,acetum,vinegar,Undirected,3,18,2,Additive
B03C018S02,lactucas_cum_oxyporio_et_aceto_et_modico,lactuca,lettuce,Undirected,3,18,2,Vegetables
B03C018S03,ad_digestionem_et_inflationem_et_ne_lact,piper,pepper,Undirected,3,18,3,Spices
B03C018S03,ad_digestionem_et_inflationem_et_ne_lact,cuminum,cumin,Undirected,3,18,3,Spices
B03C018S03,ad_digestionem_et_inflationem_et_ne_lact,zingiber,ginger,Undirected,3,18,3,Spices
B03C018S03,ad_digestionem_et_inflationem_et_ne_lact,ruta,rue,Undirected,3,18,3,Herbs
B03C018S03,ad_digestionem_et_inflationem_et_ne_lact,liquamen,liquamen,Undirected,3,18,3,Additive
B03C018S03,ad_digestionem_et_inflationem_et_ne_lact,acetum,vinegar,Undirected,3,18,3,Additive
B03C018S03,ad_digestionem_et_inflationem_et_ne_lact,lactuca,lettuce,Undirected,3,18,3,Vegetables
B03C018S03,ad_digestionem_et_inflationem_et_ne_lact,mel,honey,Undirected,3,18,3,Additive
B03C018S03,ad_digestionem_et_inflationem_et_ne_lact,palmula,dates,Undirected,3,18,3,Fruit
B03C019S01,cardui,liquamen,liquamen,Undirected,3,19,1,Additive
B03C019S01,cardui,oleum,oil,Undirected,3,19,1,Plants
B03C019S01,cardui,carduus,cardoon,Undirected,3,19,1,Vegetables
B03C019S01,cardui,ovum,eggs,Undirected,3,19,1,Dairy
B03C019S02,cardui_aliter_carduos_1,piper,pepper,Undirected,3,19,2,Spices
B03C019S02,cardui_aliter_carduos_1,coriandrum,coriander,Undirected,3,19,2,Herbs
B03C019S02,cardui_aliter_carduos_1,foeniculum,fennel,Undirected,3,19,2,Herbs
B03C019S02,cardui_aliter_carduos_1,ruta,rue,Undirected,3,19,2,Herbs
B03C019S02,cardui_aliter_carduos_1,liquamen,liquamen,Undirected,3,19,2,Additive
B03C019S02,cardui_aliter_carduos_1,mel,honey,Undirected,3,19,2,Additive
B03C019S02,cardui_aliter_carduos_1,oleum,oil,Undirected,3,19,2,Plants
B03C019S02,cardui_aliter_carduos_1,ligusticum,lovage,Undirected,3,19,2,Herbs
B03C019S02,cardui_aliter_carduos_1,menta,mint,Undirected,3,19,2,Herbs
B03C019S03,cardui_aliter_carduos_elixos_2,piper,pepper,Undirected,3,19,3,Spices
B03C019S03,cardui_aliter_carduos_elixos_2,cuminum,cumin,Undirected,3,19,3,Spices
B03C019S03,cardui_aliter_carduos_elixos_2,carduus,cardoon,Undirected,3,19,3,Vegetables
B03C019S03,cardui_aliter_carduos_elixos_2,liquamen,liquamen,Undirected,3,19,3,Additive
B03C019S03,cardui_aliter_carduos_elixos_2,oleum,oil,Undirected,3,19,3,Plants
B03C020S01,sphondyli_vel_fundili,oenogarum,oenogarum,Undirected,3,20,2,Additive
B03C020S01,sphondyli_vel_fundili,sphondylus,hogweed,Undirected,3,20,2,Plants
B03C020S02,sphondyli_aliter_1,piper,pepper,Undirected,3,20,2,Spices
B03C020S02,sphondyli_aliter_1,coriandrum,coriander,Undirected,3,20,2,Herbs
B03C020S02,sphondyli_aliter_1,sal,salt,Undirected,3,20,2,Additive
B03C020S02,sphondyli_aliter_1,sphondylus,hogweed,Undirected,3,20,2,Plants
B03C020S02,sphondyli_aliter_1,oleum,oil,Undirected,3,20,2,Plants
B03C020S02,sphondyli_aliter_1,merum,pure wine,Undirected,3,20,2,Alcoholic Beverages
B03C020S03,sphondyli_aliter_2,piper,pepper,Undirected,3,20,3,Spices
B03C020S03,sphondyli_aliter_2,sphondylus,hogweed,Undirected,3,20,3,Plants
B03C020S03,sphondyli_aliter_2,ruta,rue,Undirected,3,20,3,Herbs
B03C020S03,sphondyli_aliter_2,apium,celery (celery seed),Undirected,3,20,3,Herbs
B03C020S03,sphondyli_aliter_2,liquamen,liquamen,Undirected,3,20,3,Additive
B03C020S03,sphondyli_aliter_2,mel,honey,Undirected,3,20,3,Additive
B03C020S03,sphondyli_aliter_2,passum,raisin wine,Undirected,3,20,3,Alcoholic Beverages
B03C020S03,sphondyli_aliter_2,oleum,oil,Undirected,3,20,3,Plants
B03C020S03,sphondyli_aliter_2,amulum,roux,Undirected,3,20,3,Cereals
B03C020S04,sphondyli_aliter_sphondylos_3,cuminum,cumin,Undirected,3,20,4,Spices
B03C020S04,sphondyli_aliter_sphondylos_3,coriandrum,coriander,Undirected,3,20,4,Herbs
B03C020S04,sphondyli_aliter_sphondylos_3,ruta,rue,Undirected,3,20,4,Herbs
B03C020S04,sphondyli_aliter_sphondylos_3,sphondylus,hogweed,Undirected,3,20,4,Plants
B03C020S04,sphondyli_aliter_sphondylos_3,porrum,leeks,Undirected,3,20,4,Vegetables
B03C020S04,sphondyli_aliter_sphondylos_3,liquamen,liquamen,Undirected,3,20,4,Additive
B03C020S04,sphondyli_aliter_sphondylos_3,caroenum,caroenum,Undirected,3,20,4,Additive
B03C020S04,sphondyli_aliter_sphondylos_3,oleum,oil,Undirected,3,20,4,Plants
B03C020S05,sphondyli_aliter_4,piper,pepper,Undirected,3,20,5,Spices
B03C020S05,sphondyli_aliter_4,liquamen,liquamen,Undirected,3,20,5,Additive
B03C020S05,sphondyli_aliter_4,passum,raisin wine,Undirected,3,20,5,Alcoholic Beverages
B03C020S05,sphondyli_aliter_4,oleum,oil,Undirected,3,20,5,Plants
B03C020S05,sphondyli_aliter_4,sphondylus,hogweed,Undirected,3,20,5,Plants
B03C020S06,sphondyli_aliter_5,piper,pepper,Undirected,3,20,6,Spices
B03C020S06,sphondyli_aliter_5,liquamen,liquamen,Undirected,3,20,6,Additive
B03C020S06,sphondyli_aliter_5,sal,salt,Undirected,3,20,6,Additive
B03C020S06,sphondyli_aliter_5,oleum,oil,Undirected,3,20,6,Plants
B03C020S06,sphondyli_aliter_5,sphondylus,hogweed,Undirected,3,20,6,Plants
B03C020S07,sphondyli_aliter_6,oenogarum,oenogarum,Undirected,3,20,7,Additive
B03C020S07,sphondyli_aliter_7,sphondylus,hogweed,Undirected,3,20,7,Plants
B03C020S07,sphondyli_aliter_8,isicium,isicium,Undirected,3,20,7,Meat
B03C020S07,sphondyli_aliter_9,liquamen,liquamen,Undirected,3,20,7,Additive
B03C020S07,sphondyli_aliter_10,piper,pepper,Undirected,3,20,7,Spices
B03C020S07,sphondyli_aliter_11,nucleus,pine nuts,Undirected,3,20,7,Nuts & Seeds
B03C020S07,sphondyli_aliter_12,alica,spelt / emmer wheat,Undirected,3,20,7,Cereals
B03C020S07,sphondyli_aliter_13,ovum,eggs,Undirected,3,20,7,Dairy
B03C020S07,sphondyli_aliter_14,omentum,caul,Undirected,3,20,7,Meat
B03C021S01,caroetae_et_pastinacae,carota,carrot,Undirected,3,21,1,Vegetables
B03C021S01,caroetae_et_pastinacae,pastinaca,parsnip,Undirected,3,21,1,Vegetables
B03C021S01,caroetae_et_pastinacae,oenogarum,oenogarum,Undirected,3,21,1,Additive
B03C021S02,caroetae_seu_pastinacae_aliter_caroetas_,acetum,vinegar,Undirected,3,21,2,Additive
B03C021S02,caroetae_seu_pastinacae_aliter_caroetas_,carota,carrot,Undirected,3,21,2,Vegetables
B03C021S02,caroetae_seu_pastinacae_aliter_caroetas_,pastinaca,parsnip,Undirected,3,21,2,Vegetables
B03C021S02,caroetae_seu_pastinacae_aliter_caroetas_,sal,salt,Undirected,3,21,2,Additive
B03C021S02,caroetae_seu_pastinacae_aliter_caroetas_,oleum,oil,Undirected,3,21,2,Plants
B03C021S03,caroetae_seu_pastinacae_aliter_2,carota,carrot,Undirected,3,21,3,Vegetables
B03C021S03,caroetae_seu_pastinacae_aliter_2,pastinaca,parsnip,Undirected,3,21,3,Vegetables
B03C021S03,caroetae_seu_pastinacae_aliter_2,cuminum,cumin,Undirected,3,21,3,Spices
B03C021S03,caroetae_seu_pastinacae_aliter_2,oleum,oil,Undirected,3,21,3,Plants
B04C001S01,sala_cattabia,piper,pepper,Undirected,4,1,1,Spices
B04C001S01,sala_cattabia,apium,celery (celery seed),Undirected,4,1,1,Herbs
B04C001S01,sala_cattabia,liquamen,liquamen,Undirected,4,1,1,Additive
B04C001S01,sala_cattabia,acetum,vinegar,Undirected,4,1,1,Additive
B04C001S01,sala_cattabia,mel,honey,Undirected,4,1,1,Additive
B04C001S01,sala_cattabia,caseus,cheese,Undirected,4,1,1,Dairy
B04C001S01,sala_cattabia,ovum,eggs,Undirected,4,1,1,Dairy
B04C001S01,sala_cattabia,panis,bread,Undirected,4,1,1,Bakery
B04C001S01,sala_cattabia,cucumis,cucumber,Undirected,4,1,1,Vegetables
B04C001S01,sala_cattabia,nucleus,pine nuts,Undirected,4,1,1,Nuts & Seeds
B04C001S01,sala_cattabia,gallina,hen,Undirected,4,1,1,Meat
B04C001S01,sala_cattabia,menta,mint,Undirected,4,1,1,Herbs
B04C001S01,sala_cattabia,pulegium,pennyroyal,Undirected,4,1,1,Herbs
B04C001S01,sala_cattabia,capparis,caper,Undirected,4,1,1,Plants
B04C001S02,sala_cattabia_apiciana,coriandrum,coriander,Undirected,4,1,2,Herbs
B04C001S02,sala_cattabia_apiciana,zingiber,ginger,Undirected,4,1,2,Spices
B04C001S02,sala_cattabia_apiciana,apium,celery (celery seed),Undirected,4,1,2,Herbs
B04C001S02,sala_cattabia_apiciana,cepa,onion,Undirected,4,1,2,Vegetables
B04C001S02,sala_cattabia_apiciana,acetum,vinegar,Undirected,4,1,2,Additive
B04C001S02,sala_cattabia_apiciana,mel,honey,Undirected,4,1,2,Additive
B04C001S02,sala_cattabia_apiciana,oleum,oil,Undirected,4,1,2,Plants
B04C001S02,sala_cattabia_apiciana,vinum,wine,Undirected,4,1,2,Alcoholic Beverages
B04C001S02,sala_cattabia_apiciana,caseus,cheese,Undirected,4,1,2,Dairy
B04C001S02,sala_cattabia_apiciana,panis,bread,Undirected,4,1,2,Bakery
B04C001S02,sala_cattabia_apiciana,cucumis,cucumber,Undirected,4,1,2,Vegetables
B04C001S02,sala_cattabia_apiciana,nucleus,pine nuts,Undirected,4,1,2,Nuts & Seeds
B04C001S02,sala_cattabia_apiciana,pullus,chicken,Undirected,4,1,2,Meat
B04C001S02,sala_cattabia_apiciana,menta,mint,Undirected,4,1,2,Herbs
B04C001S02,sala_cattabia_apiciana,pulegium,pennyroyal,Undirected,4,1,2,Herbs
B04C001S02,sala_cattabia_apiciana,uvae_passae,raisins,Undirected,4,1,2,Fruit
B04C001S03,sala_cattabia_aliter,piper,pepper,Undirected,4,1,3,Spices
B04C001S03,sala_cattabia_aliter,coriandrum,coriander,Undirected,4,1,3,Herbs
B04C001S03,sala_cattabia_aliter,allium,garlic,Undirected,4,1,3,Vegetables
B04C001S03,sala_cattabia_aliter,sal,salt,Undirected,4,1,3,Additive
B04C001S03,sala_cattabia_aliter,mel,honey,Undirected,4,1,3,Additive
B04C001S03,sala_cattabia_aliter,conditum,spiced wine,Undirected,4,1,3,Alcoholic Beverages
B04C001S03,sala_cattabia_aliter,oleum,oil,Undirected,4,1,3,Plants
B04C001S03,sala_cattabia_aliter,caseus,cheese,Undirected,4,1,3,Dairy
B04C001S03,sala_cattabia_aliter,panis,bread,Undirected,4,1,3,Bakery
B04C001S03,sala_cattabia_aliter,menta,mint,Undirected,4,1,3,Herbs
B04C002S01,patina_cotidiana,piper,pepper,Undirected,4,2,1,Spices
B04C002S01,patina_cotidiana,cuminum,cumin,Undirected,4,2,1,Spices
B04C002S01,patina_cotidiana,laser,laser,Undirected,4,2,1,Spices
B04C002S01,patina_cotidiana,liquamen,liquamen,Undirected,4,2,1,Additive
B04C002S01,patina_cotidiana,caroenum,caroenum,Undirected,4,2,1,Additive
B04C002S01,patina_cotidiana,lac,milk,Undirected,4,2,1,Dairy
B04C002S01,patina_cotidiana,cerebrum,brain,Undirected,4,2,1,Meat
B04C002S01,patina_cotidiana,ovum,eggs,Undirected,4,2,1,Dairy
B04C002S01,patina_cotidiana,cerebrum,brain,Undirected,4,2,1,Meat
B04C002S02,patinae_piscium_holerum_pomorum_aliter_p,piper,pepper,Undirected,4,2,2,Spices
B04C002S02,patinae_piscium_holerum_pomorum_aliter_p,liquamen,liquamen,Undirected,4,2,2,Additive
B04C002S02,patinae_piscium_holerum_pomorum_aliter_p,mel,honey,Undirected,4,2,2,Additive
B04C002S02,patinae_piscium_holerum_pomorum_aliter_p,oleum,oil,Undirected,4,2,2,Plants
B04C002S02,patinae_piscium_holerum_pomorum_aliter_p,lac,milk,Undirected,4,2,2,Dairy
B04C002S02,patinae_piscium_holerum_pomorum_aliter_p,nux,wallnuts,Undirected,4,2,2,Nuts & Seeds
B04C002S02,patinae_piscium_holerum_pomorum_aliter_p,ovum,eggs,Undirected,4,2,2,Dairy
B04C002S02,patinae_piscium_holerum_pomorum_aliter_p,nucleus,pine nuts,Undirected,4,2,2,Nuts & Seeds
B04C002S03,patinae_piscium_holerum_pomorum_aliter_p,piper,pepper,Undirected,4,2,3,Spices
B04C002S03,patinae_piscium_holerum_pomorum_aliter_p,liquamen,liquamen,Undirected,4,2,3,Additive
B04C002S03,patinae_piscium_holerum_pomorum_aliter_p,caroenum,caroenum,Undirected,4,2,3,Additive
B04C002S03,patinae_piscium_holerum_pomorum_aliter_p,oleum,oil,Undirected,4,2,3,Plants
B04C002S03,patinae_piscium_holerum_pomorum_aliter_p,lactuca,lettuce,Undirected,4,2,3,Vegetables
B04C002S03,patinae_piscium_holerum_pomorum_aliter_p,ovum,eggs,Undirected,4,2,3,Dairy
B04C002S04,patinae_piscium_holerum_pomorum_aliter_p,piper,pepper,Undirected,4,2,4,Spices
B04C002S04,patinae_piscium_holerum_pomorum_aliter_p,liquamen,liquamen,Undirected,4,2,4,Additive
B04C002S04,patinae_piscium_holerum_pomorum_aliter_p,passum,raisin wine,Undirected,4,2,4,Alcoholic Beverages
B04C002S04,patinae_piscium_holerum_pomorum_aliter_p,vinum,wine,Undirected,4,2,4,Alcoholic Beverages
B04C002S04,patinae_piscium_holerum_pomorum_aliter_p,ovum,eggs,Undirected,4,2,4,Dairy
B04C002S04,patinae_piscium_holerum_pomorum_aliter_p,cerebrum,brain,Undirected,4,2,4,Meat
B04C002S05,patinae_piscium_holerum_pomorum_aliter_p,piper,pepper,Undirected,4,2,5,Spices
B04C002S05,patinae_piscium_holerum_pomorum_aliter_p,liquamen,liquamen,Undirected,4,2,5,Additive
B04C002S05,patinae_piscium_holerum_pomorum_aliter_p,passum,raisin wine,Undirected,4,2,5,Alcoholic Beverages
B04C002S05,patinae_piscium_holerum_pomorum_aliter_p,oleum,oil,Undirected,4,2,5,Plants
B04C002S05,patinae_piscium_holerum_pomorum_aliter_p,vinum,wine,Undirected,4,2,5,Alcoholic Beverages
B04C002S05,patinae_piscium_holerum_pomorum_aliter_p,ovum,eggs,Undirected,4,2,5,Dairy
B04C002S05,patinae_piscium_holerum_pomorum_aliter_p,asparagus,asparagus,Undirected,4,2,5,Vegetables
B04C002S05,patinae_piscium_holerum_pomorum_aliter_p,ficedula,fig pecker,Undirected,4,2,5,Meat
B04C002S05,patinae_piscium_holerum_pomorum_aliter_p,oenogarum,oenogarum,Undirected,4,2,5,Additive
B04C002S06,patinae_piscium_holerum_pomorum_aliter_p,piper,pepper,Undirected,4,2,6,Spices
B04C002S06,patinae_piscium_holerum_pomorum_aliter_p,coriandrum,coriander,Undirected,4,2,6,Herbs
B04C002S06,patinae_piscium_holerum_pomorum_aliter_p,satureia,savory,Undirected,4,2,6,Herbs
B04C002S06,patinae_piscium_holerum_pomorum_aliter_p,cepa,onion,Undirected,4,2,6,Vegetables
B04C002S06,patinae_piscium_holerum_pomorum_aliter_p,liquamen,liquamen,Undirected,4,2,6,Additive
B04C002S06,patinae_piscium_holerum_pomorum_aliter_p,oleum,oil,Undirected,4,2,6,Plants
B04C002S06,patinae_piscium_holerum_pomorum_aliter_p,vinum,wine,Undirected,4,2,6,Alcoholic Beverages
B04C002S06,patinae_piscium_holerum_pomorum_aliter_p,ovum,eggs,Undirected,4,2,6,Dairy
B04C002S06,patinae_piscium_holerum_pomorum_aliter_p,asparagus,asparagus,Undirected,4,2,6,Vegetables
B04C002S06,patinae_piscium_holerum_pomorum_aliter_p,ligusticum,lovage,Undirected,4,2,6,Herbs
B04C002S07,"patinam_ex_rusticis,_sive_tamnis_sive_si",sinapis,mustard,Undirected,4,2,7,Spices
B04C002S07,"patinam_ex_rusticis,_sive_tamnis_sive_si",cucumis,cucumber,Undirected,4,2,7,Vegetables
B04C002S07,"patinam_ex_rusticis,_sive_tamnis_sive_si",pullus,chicken,Undirected,4,2,7,Meat
B04C002S07,"patinam_ex_rusticis,_sive_tamnis_sive_si",piscis,fish,Undirected,4,2,7,Fish
B04C002S08,patina_de_sabuco_calida_et_frigida,piper,pepper,Undirected,4,2,8,Spices
B04C002S08,patina_de_sabuco_calida_et_frigida,liquamen,liquamen,Undirected,4,2,8,Additive
B04C002S08,patina_de_sabuco_calida_et_frigida,passum,raisin wine,Undirected,4,2,8,Alcoholic Beverages
B04C002S08,patina_de_sabuco_calida_et_frigida,oleum,oil,Undirected,4,2,8,Plants
B04C002S08,patina_de_sabuco_calida_et_frigida,vinum,wine,Undirected,4,2,8,Alcoholic Beverages
B04C002S08,patina_de_sabuco_calida_et_frigida,ovum,eggs,Undirected,4,2,8,Dairy
B04C002S09,patinam_de_rosis,piper,pepper,Undirected,4,2,9,Spices
B04C002S09,patinam_de_rosis,liquamen,liquamen,Undirected,4,2,9,Additive
B04C002S09,patinam_de_rosis,passum,raisin wine,Undirected,4,2,9,Alcoholic Beverages
B04C002S09,patinam_de_rosis,oleum,oil,Undirected,4,2,9,Plants
B04C002S09,patinam_de_rosis,vinum,wine,Undirected,4,2,9,Alcoholic Beverages
B04C002S09,patinam_de_rosis,ovum,eggs,Undirected,4,2,9,Dairy
B04C002S09,patinam_de_rosis,cerebrum,brain,Undirected,4,2,9,Meat
B04C002S09,patinam_de_rosis,rosa,rose,Undirected,4,2,9,Flowers
B04C002S10,patina_de_cucurbitis,oleum,oil,Undirected,4,2,10,Plants
B04C002S10,patina_de_cucurbitis,cucurbita,gourd,Undirected,4,2,10,Vegetables
B04C002S11,patina_de_apua,piper,pepper,Undirected,4,2,11,Spices
B04C002S11,patina_de_apua,ruta,rue,Undirected,4,2,11,Herbs
B04C002S11,patina_de_apua,liquamen,liquamen,Undirected,4,2,11,Additive
B04C002S11,patina_de_apua,oleum,oil,Undirected,4,2,11,Plants
B04C002S11,patina_de_apua,vinum,wine,Undirected,4,2,11,Alcoholic Beverages
B04C002S12,patina_de_apua_sine_apua,piper,pepper,Undirected,4,2,12,Spices
B04C002S12,patina_de_apua_sine_apua,ruta,rue,Undirected,4,2,12,Herbs
B04C002S12,patina_de_apua_sine_apua,liquamen,liquamen,Undirected,4,2,12,Additive
B04C002S12,patina_de_apua_sine_apua,oleum,oil,Undirected,4,2,12,Plants
B04C002S12,patina_de_apua_sine_apua,ovum,eggs,Undirected,4,2,12,Dairy
B04C002S12,patina_de_apua_sine_apua,piscis,fish,Undirected,4,2,12,Fish
B04C002S12,patina_de_apua_sine_apua,urtica_marina,sea anemones,Undirected,4,2,12,Seafood
B04C002S12,patina_de_apua_sine_apua,urtica,nettles,Undirected,4,2,12,Plants
B04C002S13,patinam_ex_lacte,piper,pepper,Undirected,4,2,13,Spices
B04C002S13,patinam_ex_lacte,silphium,silphium,Undirected,4,2,13,Spices
B04C002S13,patinam_ex_lacte,apium,celery (celery seed),Undirected,4,2,13,Herbs
B04C002S13,patinam_ex_lacte,porrum,leeks,Undirected,4,2,13,Vegetables
B04C002S13,patinam_ex_lacte,lac,milk,Undirected,4,2,13,Dairy
B04C002S13,patinam_ex_lacte,caseus,cheese,Undirected,4,2,13,Dairy
B04C002S13,patinam_ex_lacte,ovum,eggs,Undirected,4,2,13,Dairy
B04C002S13,patinam_ex_lacte,beta,beet,Undirected,4,2,13,Vegetables
B04C002S13,patinam_ex_lacte,holus,vegetables,Undirected,4,2,13,Vegetables
B04C002S13,patinam_ex_lacte,pullus,chicken,Undirected,4,2,13,Meat
B04C002S13,patinam_ex_lacte,piscis,fish,Undirected,4,2,13,Fish
B04C002S13,patinam_ex_lacte,echinus,sea urchin,Undirected,4,2,13,Seafood
B04C002S13,patinam_ex_lacte,ligusticum,lovage,Undirected,4,2,13,Herbs
B04C002S13,patinam_ex_lacte,cerebrum,brain,Undirected,4,2,13,Meat
B04C002S13,patinam_ex_lacte,urtica_marina,sea anemones,Undirected,4,2,13,Seafood
B04C002S13,patinam_ex_lacte,lucanica,lucanian sausage,Undirected,4,2,13,Meat
B04C002S13,patinam_ex_lacte,urtica,nettles,Undirected,4,2,13,Plants
B04C002S13,patinam_ex_lacte,malva,mallows,Undirected,4,2,13,Vegetables
B04C002S13,patinam_ex_lacte,nucleus,pine nuts,Undirected,4,2,13,Nuts & Seeds
B04C002S13,patinam_ex_lacte,iecur,liver,Undirected,4,2,13,Meat
B04C002S14,patinam_apicianam,piper,pepper,Undirected,4,2,14,Spices
B04C002S14,patinam_apicianam,liquamen,liquamen,Undirected,4,2,14,Additive
B04C002S14,patinam_apicianam,passum,raisin wine,Undirected,4,2,14,Alcoholic Beverages
B04C002S14,patinam_apicianam,oleum,oil,Undirected,4,2,14,Plants
B04C002S14,patinam_apicianam,vinum,wine,Undirected,4,2,14,Alcoholic Beverages
B04C002S14,patinam_apicianam,ovum,eggs,Undirected,4,2,14,Dairy
B04C002S14,patinam_apicianam,amulum,roux,Undirected,4,2,14,Cereals
B04C002S14,patinam_apicianam,sus,pig / pork (sus),Undirected,4,2,14,Meat
B04C002S14,patinam_apicianam,pullus,chicken,Undirected,4,2,14,Meat
B04C002S14,patinam_apicianam,turdus,thrush,Undirected,4,2,14,Meat
B04C002S14,patinam_apicianam,ficedula,fig pecker,Undirected,4,2,14,Meat
B04C002S14,patinam_apicianam,piscis,fish,Undirected,4,2,14,Fish
B04C002S14,patinam_apicianam,ligusticum,lovage,Undirected,4,2,14,Herbs
B04C002S14,patinam_apicianam,nucleus,pine nuts,Undirected,4,2,14,Nuts & Seeds
B04C002S15,patina_cotidiana,piper,pepper,Undirected,4,2,15,Spices
B04C002S15,patina_cotidiana,liquamen,liquamen,Undirected,4,2,15,Additive
B04C002S15,patina_cotidiana,passum,raisin wine,Undirected,4,2,15,Alcoholic Beverages
B04C002S15,patina_cotidiana,oleum,oil,Undirected,4,2,15,Plants
B04C002S15,patina_cotidiana,vinum,wine,Undirected,4,2,15,Alcoholic Beverages
B04C002S15,patina_cotidiana,ovum,eggs,Undirected,4,2,15,Dairy
B04C002S15,patina_cotidiana,pullus,chicken,Undirected,4,2,15,Meat
B04C002S15,patina_cotidiana,piscis,fish,Undirected,4,2,15,Fish
B04C002S15,patina_cotidiana,ligusticum,lovage,Undirected,4,2,15,Herbs
B04C002S15,patina_cotidiana,sus,pig / pork (sus),Undirected,4,2,15,Meat
B04C002S16,patina_versatilis_vice_dulcis,piper,pepper,Undirected,4,2,16,Spices
B04C002S16,patina_versatilis_vice_dulcis,liquamen,liquamen,Undirected,4,2,16,Additive
B04C002S16,patina_versatilis_vice_dulcis,mel,honey,Undirected,4,2,16,Additive
B04C002S16,patina_versatilis_vice_dulcis,oleum,oil,Undirected,4,2,16,Plants
B04C002S16,patina_versatilis_vice_dulcis,lac,milk,Undirected,4,2,16,Dairy
B04C002S16,patina_versatilis_vice_dulcis,nux,wallnuts,Undirected,4,2,16,Nuts & Seeds
B04C002S16,patina_versatilis_vice_dulcis,nucleus,pine nuts,Undirected,4,2,16,Nuts & Seeds
B04C002S16,patina_versatilis_vice_dulcis,merum,pure wine,Undirected,4,2,16,Alcoholic Beverages
B04C002S16,patina_versatilis_vice_dulcis,ovum,eggs,Undirected,4,2,16,Dairy
B04C002S17,patellam_tyrotaricham_ex_quocumque_salso,piper,pepper,Undirected,4,2,17,Spices
B04C002S17,patellam_tyrotaricham_ex_quocumque_salso,cuminum,cumin,Undirected,4,2,17,Spices
B04C002S17,patellam_tyrotaricham_ex_quocumque_salso,origanum,oregano,Undirected,4,2,17,Herbs
B04C002S17,patellam_tyrotaricham_ex_quocumque_salso,ruta,rue,Undirected,4,2,17,Herbs
